Timestamp;Fleet;Player name;Rank;Last Login Date;Trophies;Max Trophies;Stars;Join Date;Crew Donated;Crew Borrowed;Logged in ago;Joined ago;Division;Player ID;Fleet ID;PvP wins;PvP losses;PvP draws;Defense wins;Defense losses;Defense draws
2024-02-24 23:59:00;Планета ПЧД;Бэрман;FleetAdmiral;2024-02-24 18:43:11;4183;4197;29;2023-12-25 08:24:15;294;11;5h 15m 49s;8w 5d 15h 34m 45s;D;7043581;40258;3392;338;28;118;324;9
2024-02-24 23:59:00;Blue Star Vikings;CptFantastic Pi;FleetAdmiral;2024-02-24 14:23:21;4848;5000;28;2022-03-02 19:37:08;3604;375;9h 35m 39s;103w 3d 4h 21m 52s;C;8783779;30828;8484;398;37;233;831;14
2024-02-24 23:59:00;Zooted;a mere pixel;FleetAdmiral;2024-02-24 20:37:36;4157;4234;27;2023-10-30 18:40:52;1618;1361;3h 21m 24s;16w 5d 5h 18m 8s;C;10789922;44836;5302;273;23;36;247;1
2024-02-24 23:59:00;The Dynasty ;AK;FleetAdmiral;2024-02-24 14:54:49;4845;5049;26;2023-08-01 22:37:47;1270;598;9h 4m 11s;29w 4d 1h 21m 13s;A;10009062;14349;4665;861;44;115;424;3
2024-02-24 23:59:00;RAJA;Azavoy;FleetAdmiral;2024-02-24 16:37:13;4604;4819;26;2023-09-07 12:51:29;472;384;7h 21m 47s;24w 2d 11h 7m 31s;D;6400216;44371;5646;291;53;104;605;13
2024-02-24 23:59:00;Viking Valkyries;CptFantastic QT;FleetAdmiral;2024-02-24 14:37:03;4449;4552;24;2022-03-02 14:26:20;32;224;9h 21m 57s;103w 3d 9h 32m 40s;C;8802070;22032;5238;287;41;285;772;11
2024-02-24 23:59:00;中华联邦三分会;NBE-2;FleetAdmiral;2024-02-24 10:06:52;3953;4021;24;2023-03-18 03:06:28;3051;3;13h 52m 8s;49w 0d 20h 52m 32s;B;3756320;17364;2588;75;9;350;894;9
2024-02-24 23:59:00;Sahara;Hidden Target;FleetAdmiral;2024-02-24 23:51:58;3915;3957;24;2023-09-10 01:41:54;378;1232;7m 2s;23w 6d 22h 17m 6s;B;10665998;37251;4444;346;30;30;196;2
2024-02-24 23:59:00;Sons of Lightning;Snowman;FleetAdmiral;2024-02-24 17:46:55;3754;3858;24;2023-08-21 15:00:20;656;838;6h 12m 5s;26w 5d 8h 58m 40s;D;10573347;8472;1100;84;12;169;351;18
2024-02-24 23:59:00;/SPACE TEMPLARS\;Lanky16;FleetAdmiral;2024-02-24 22:07:16;4244;4244;23;2023-08-03 13:47:35;162;13;1h 51m 44s;29w 2d 10h 11m 25s;C;7576357;44387;4554;237;42;267;949;23
2024-02-24 23:59:00;FRiends Station;Chamiaou;FleetAdmiral;2024-02-24 09:38:25;4976;5000;22;2022-11-21 20:09:07;2556;2413;14h 20m 35s;65w 5d 3h 49m 53s;B;5346451;43900;9445;675;188;780;4908;132
2024-02-24 23:59:00;Firefly Vikings;Sunavabish;FleetAdmiral;2024-02-24 20:36:22;4906;4914;22;2023-10-24 20:42:11;0;0;3h 22m 38s;17w 4d 3h 16m 49s;B;4316221;22572;3087;257;21;677;1559;7
2024-02-24 23:59:00;R3dacted;"3L_D1ablo";FleetAdmiral;2024-02-24 22:28:47;4888;5037;22;2023-03-19 11:39:38;133;81;1h 30m 13s;48w 6d 12h 19m 22s;D;9180678;44766;5966;1474;191;55;377;18
2024-02-24 23:59:00;Trek Academy;The worst.;FleetAdmiral;2024-02-24 23:22:58;4960;5282;20;2024-01-15 09:00:32;172;652;36m 2s;5w 5d 14h 58m 28s;C;4510693;12758;6832;563;4;806;4043;18
2024-02-24 23:59:00;ARCHANGEL XC;Niv_13;FleetAdmiral;2024-02-24 23:25:44;4256;4314;20;2024-01-05 07:19:38;496;1012;33m 16s;7w 1d 16h 39m 22s;C;9129454;44925;7399;293;48;142;627;23
2024-02-24 23:59:00;Trek Lower Decks;Scorpido;FleetAdmiral;2024-02-24 19:49:18;3760;4059;20;2023-07-24 21:14:56;1564;2271;4h 9m 42s;30w 5d 2h 44m 4s;D;6915373;21757;17206;2303;341;1363;3443;74
2024-02-24 23:59:00;La Legion;ﱠﮋญ٧λ\يﱠỒЯﱡﮥ;FleetAdmiral;2024-02-24 15:18:10;4959;5054;19;2022-09-24 19:31:49;5959;6692;8h 40m 50s;74w 0d 4h 27m 11s;D;9617678;25961;7774;338;35;106;560;11
2024-02-24 23:59:00;Dynasty Immortal;Pixelman6711;FleetAdmiral;2024-02-24 23:42:58;2776;2968;19;2024-01-05 22:33:40;127;0;16m 2s;7w 1d 1h 25m 20s;D;10359104;44882;1307;116;18;69;234;4
2024-02-24 23:59:00;Die Furchtlosen;Sir Würgi;FleetAdmiral;2024-02-24 17:37:25;4521;4534;15;2022-03-01 20:56:29;5548;2539;6h 21m 35s;103w 4d 3h 2m 31s;C;6161487;42581;6787;707;175;99;2866;28
2024-02-24 23:59:00;Training Station;freak haunt;FleetAdmiral;2024-02-24 05:30:53;3584;4004;15;2023-04-05 05:43:36;4852;156;18h 28m 7s;46w 3d 18h 15m 24s;D;9098694;43909;2549;28;4;508;1128;18
2024-02-24 23:59:00;ЧВК Алкотронус;Долбоюнга;FleetAdmiral;2024-02-24 23:57:08;4677;4694;14;2023-07-17 09:40:20;2101;2501;1m 52s;31w 5d 14h 18m 40s;D;8697959;44665;7377;421;55;348;520;40
2024-02-24 23:59:00;女伯爵和她的馬;♤柑橘果♤;FleetAdmiral;2024-02-23 13:50:33;4885;6787;13;2021-12-01 15:57:49;8624;7917;1d 10h 8m 27s;116w 3d 8h 1m 11s;D;5876137;32745;27275;3025;144;767;4497;64
2024-02-24 23:59:00;Trek Wolfpack;Sir Javaer;FleetAdmiral;2024-02-24 23:48:25;4139;4156;13;2023-09-01 08:43:32;202;110;10m 35s;25w 1d 15h 15m 28s;B;9429297;21;2524;242;49;1842;1238;113
2024-02-24 23:59:00;Highnins Buxfarm;Highnin Uchiha;FleetAdmiral;2024-02-24 16:12:43;3844;3904;13;2024-01-22 23:55:28;36;2;7h 46m 17s;4w 5d 0h 3m 32s;D;7613210;44956;3490;141;5;393;1111;0
2024-02-24 23:59:00;Viking Ethereals;▀▀▐ ▀▀;FleetAdmiral;2024-02-24 18:28:49;2317;2729;13;2023-10-01 18:26:03;571;228;5h 30m 11s;20w 6d 5h 32m 57s;D;4414657;40636;2693;124;7;6752;3485;91
2024-02-24 23:59:00;THE VΩID;PsyloCoPiIot;FleetAdmiral;2024-02-24 23:03:17;4006;4010;12;2023-10-11 23:17:06;0;285;55m 43s;19w 3d 0h 41m 54s;D;10753244;41093;1980;151;25;10;60;1
2024-02-24 23:59:00;TitanBrawlers;AlphaZeus;FleetAdmiral;2024-02-24 23:02:42;2254;2339;11;2021-07-09 20:16:40;17;0;56m 18s;137w 1d 3h 42m 20s;D;8567750;44975;1020;78;17;5;79;0
2024-02-24 23:59:00;Rude Awakening;Panix0201;FleetAdmiral;2024-02-24 18:26:54;2062;2179;11;2023-09-26 19:44:56;389;78;5h 32m 6s;21w 4d 4h 14m 4s;D;10302230;44945;626;68;7;50;183;2
2024-02-24 23:59:00;Viking Outpost;Stex Ghost alt2;FleetAdmiral;2024-02-24 17:31:59;3046;3046;10;2022-08-18 13:21:54;3;54;6h 27m 1s;79w 2d 10h 37m 6s;D;7888645;43835;934;19;6;189;331;1
2024-02-24 23:59:00;Summit RISING;Kick Upafuss;FleetAdmiral;2024-02-24 04:45:54;4294;4378;6;2023-06-16 22:50:50;1500;357;19h 13m 6s;36w 1d 1h 8m 10s;A;1786212;44231;5904;735;72;1147;6572;82
2024-02-24 23:59:00;the no names;falloutkiller7;FleetAdmiral;2024-02-24 14:10:33;2166;2167;6;2024-02-12 22:59:43;170;22;9h 48m 27s;1w 5d 0h 59m 17s;D;9416137;44971;167;24;9;6;23;1
2024-02-24 23:59:00;Cosmic Leviathan;BadKDSky;FleetAdmiral;2024-02-24 22:24:16;1855;1973;6;2023-12-31 05:38:52;126;102;1h 34m 44s;7w 6d 18h 20m 8s;D;10921946;44942;571;117;9;13;105;3
2024-02-24 23:59:00;himothy;plwebbles;FleetAdmiral;2024-02-24 08:49:44;1628;1640;6;;52;0;15h 9m 16s;;D;11005496;44968;98;8;0;0;12;0
2024-02-24 23:59:00;"2ooted";King Ky54;FleetAdmiral;2024-02-24 23:55:19;1603;1673;6;2024-02-13 22:26:09;32;61;3m 41s;1w 4d 1h 32m 51s;D;10843156;44969;162;15;2;25;144;6
2024-02-24 23:59:00;Elysium Guardians;Paris;FleetAdmiral;2024-02-23 11:35:06;3428;3747;2;2023-12-01 14:43:17;170;0;1d 12h 23m 54s;12w 1d 9h 15m 43s;C;9035150;43932;5341;617;132;385;913;37
2024-02-24 23:59:00;ARCHANGEL CIX;RTEducators;FleetAdmiral;2024-02-24 23:30:03;2537;2557;2;2024-01-05 07:18:17;322;227;28m 57s;7w 1d 16h 40m 43s;D;9336559;44691;497;62;13;16;46;3
2024-02-24 23:59:00;Star Leaders;Christarph0r;FleetAdmiral;2024-02-24 17:10:31;1820;1923;2;2024-01-27 22:56:20;126;43;6h 48m 29s;4w 0d 1h 2m 40s;D;9174392;44952;196;15;11;10;57;2
2024-02-24 23:59:00;STARGAZAR;COMET7786;FleetAdmiral;2024-02-24 23:54:15;1308;1380;1;2023-12-17 01:59:02;0;31;4m 45s;9w 6d 21h 59m 58s;D;6247395;44953;59;35;13;8;87;1
2024-02-24 23:59:00;Space Drunker;ぐでーりあん;FleetAdmiral;2024-02-24 17:18:15;4989;7206;0;;14133;9422;6h 40m 45s;;C;2691823;11059;37547;2287;319;1399;5296;145
2024-02-24 23:59:00;The Conjoint;Clicksmaru;FleetAdmiral;2024-02-06 02:06:37;4909;5674;0;2023-09-01 16:12:12;987;154;2w 4d 21h 52m 23s;25w 1d 7h 46m 48s;C;7296603;13019;8506;1047;71;656;2586;61
2024-02-24 23:59:00;Vega Corp 織女星軍團;月鳴皇;FleetAdmiral;2024-02-14 05:56:03;4804;5240;0;2022-08-17 12:36:32;911;1505;1w 3d 18h 2m 57s;79w 3d 11h 22m 28s;B;9246755;28436;12247;1279;51;111;761;5
2024-02-24 23:59:00;RADIANCE BEAM;Tezzar;FleetAdmiral;2024-02-14 16:19:06;4740;10689;0;2024-01-06 16:21:38;0;0;1w 3d 7h 39m 54s;7w 0d 7h 37m 22s;C;2135741;44617;39599;992;56;2300;3331;40
2024-02-24 23:59:00;Fallen Angels;<א> Autumn <א>;FleetAdmiral;2024-02-22 14:38:26;4398;4433;0;2023-09-05 15:03:10;75;0;2d 9h 20m 34s;24w 4d 8h 55m 50s;C;5883695;11899;2711;103;5;307;2003;23
2024-02-24 23:59:00;TYPHOON;陈贰叁。;FleetAdmiral;2024-01-05 14:01:24;4378;4455;0;2022-09-06 05:54:14;168;0;7w 1d 9h 57m 36s;76w 4d 18h 4m 46s;D;9105821;44169;16538;3069;279;170;615;5
2024-02-24 23:59:00;Ashen Strangers;"1Komunist";FleetAdmiral;2024-02-23 06:01:25;4115;4146;0;2023-04-23 08:06:53;0;306;1d 17h 57m 35s;43w 6d 15h 52m 7s;A;5899613;35055;3594;192;9;452;2653;34
2024-02-24 23:59:00;Dragonborn;🐯UNSC-秋风之墩号🐯;FleetAdmiral;2023-12-09 02:27:03;3696;6270;0;2022-12-05 16:24:58;1;5;11w 0d 21h 31m 57s;63w 5d 7h 34m 2s;D;801152;43450;19402;1739;60;712;4694;57
2024-02-24 23:59:00;Legion Basilea;Don_JP;FleetAdmiral;2024-02-24 23:02:10;3539;3578;0;;8606;2423;56m 50s;;C;7494654;43395;1772;298;41;166;760;14
2024-02-24 23:59:00;БАШОЙ ПАСТУК;Паша киллер;FleetAdmiral;2024-02-24 20:36:43;3497;3497;0;2022-10-02 17:57:03;347;512;3h 22m 17s;72w 6d 6h 1m 57s;C;9268803;44215;685;157;25;125;157;1
2024-02-24 23:59:00;Python;froopyy;FleetAdmiral;2024-02-22 02:41:06;3379;3523;0;2024-01-03 17:48:10;136;3;2d 21h 17m 54s;7w 3d 6h 10m 50s;D;10429371;44927;1337;59;2;63;176;1
2024-02-24 23:59:00;Phoenix XIII;Leo Archer;FleetAdmiral;2024-02-24 16:13:10;3372;3372;0;2023-11-08 14:13:41;497;40;7h 45m 50s;15w 3d 9h 45m 19s;D;10764831;44841;851;27;8;56;97;1
2024-02-24 23:59:00;Deneb Corp 天津四軍團;瀟湘雨;FleetAdmiral;2024-01-14 13:40:23;3138;3289;0;2022-07-01 10:06:34;175;117;5w 6d 10h 18m 37s;86w 1d 13h 52m 26s;C;8643777;44153;256;24;0;112;357;0
2024-02-24 23:59:00;长江;最亮的仔就是我;FleetAdmiral;2024-02-24 10:06:04;3119;3167;0;2024-02-01 01:23:13;31;32;13h 52m 56s;3w 2d 22h 35m 47s;C;9648028;44589;2008;247;22;43;342;2
2024-02-24 23:59:00;中国舰队;托勒密号;FleetAdmiral;2024-02-18 16:00:07;2855;3373;0;2019-03-11 00:09:13;809;764;6d 7h 58m 53s;258w 5d 23h 49m 47s;A;4754112;5567;931;63;6;191;1144;12
2024-02-24 23:59:00;Fish;Phishes;FleetAdmiral;2024-02-04 14:01:40;2769;2785;0;2023-12-09 06:05:30;154;160;2w 6d 9h 57m 20s;11w 0d 17h 53m 30s;D;10863029;44898;329;56;10;11;59;5
2024-02-24 23:59:00;Holy Lands;潘福璇;FleetAdmiral;2023-12-06 10:11:00;2517;2919;0;2023-01-10 15:57:22;2;0;11w 3d 13h 48m 0s;58w 4d 8h 1m 38s;D;926592;42556;2165;324;23;536;3725;9
2024-02-24 23:59:00;Bubble Gum Pink;pompompurin_:D;FleetAdmiral;2024-02-24 22:42:40;2490;2498;0;2024-01-01 04:09:29;57;39;1h 16m 20s;7w 5d 19h 49m 31s;C;7847265;44931;213;12;1;51;113;3
2024-02-24 23:59:00;Summit Eden;L´ ilith;FleetAdmiral;2023-12-27 23:01:51;2320;2931;0;2023-01-09 15:36:56;24;33;8w 3d 0h 57m 9s;58w 5d 8h 22m 4s;C;9903290;44384;491;33;6;161;457;16
2024-02-24 23:59:00;Reaper Inc;Y0SEV;FleetAdmiral;2024-02-24 03:59:11;2219;2595;0;2024-01-24 08:51:51;32;30;19h 59m 49s;4w 3d 15h 7m 9s;D;10837670;44946;1134;103;16;92;317;5
2024-02-24 23:59:00;the noobs;jésukriste;FleetAdmiral;2024-02-24 23:24:08;2022;2048;0;2024-01-22 18:56:56;280;107;34m 52s;4w 5d 5h 2m 4s;D;10975253;44949;466;36;1;17;43;0
2024-02-24 23:59:00;Nook Syndicate;Winter Nook;FleetAdmiral;2024-02-24 03:01:24;1916;1981;0;;143;98;20h 57m 36s;;D;10976048;44961;286;18;4;3;45;0
2024-02-24 23:59:00;Crimson Vanguard;Dahkan;FleetAdmiral;2024-01-29 01:39:08;1851;1901;0;2023-12-26 20:36:57;79;3;3w 5d 22h 19m 52s;8w 4d 3h 22m 3s;D;10909369;44912;242;33;3;4;11;0
2024-02-24 23:59:00;ERT;Trax4n;FleetAdmiral;2024-02-09 17:13:59;1838;2035;0;2024-01-11 16:11:34;4;7;2w 1d 6h 45m 1s;6w 2d 7h 47m 26s;D;10627694;44958;537;81;15;9;64;1
2024-02-24 23:59:00;Galactic Plague;CosmosKing;FleetAdmiral;2024-02-01 03:56:35;1711;1739;0;2023-12-24 15:48:32;496;3;3w 2d 20h 2m 25s;8w 6d 8h 10m 28s;D;10884895;44908;215;13;5;6;50;0
2024-02-24 23:59:00;Nawar bolt;Gon2;FleetAdmiral;2024-02-24 20:04:02;1679;1729;0;2021-03-21 19:42:41;3;0;3h 54m 58s;152w 6d 4h 16m 19s;D;7654466;44941;94;2;0;2;61;1
2024-02-24 23:59:00;Soltan Legion;Gazza TPD;FleetAdmiral;2024-02-22 10:32:29;1645;1657;0;2024-02-09 13:03:17;0;0;2d 13h 26m 31s;2w 1d 10h 55m 43s;C;10981966;44890;88;2;0;18;52;0
2024-02-24 23:59:00;Nero-chan;Tireprince;FleetAdmiral;2024-01-06 16:38:11;1605;1746;0;2024-01-06 15:55:54;0;0;7w 0d 7h 20m 49s;7w 0d 8h 3m 6s;D;8649475;28652;147;12;1;42;198;2
2024-02-24 23:59:00;PIXELMEN;Cheese12burger;FleetAdmiral;2024-01-08 22:55:50;1584;1866;0;2023-12-10 01:17:20;23;0;6w 5d 1h 3m 10s;10w 6d 22h 41m 40s;D;10768684;44917;468;41;11;9;126;3
2024-02-24 23:59:00;龙的传人;龙传;FleetAdmiral;2024-01-20 01:20:01;1454;1659;0;2023-12-22 16:45:48;0;23;5w 0d 22h 38m 59s;9w 1d 7h 13m 12s;D;10908207;43628;189;14;13;6;77;2
2024-02-24 23:59:00;中国no.1;王妍;FleetAdmiral;2024-02-22 23:47:29;1234;1354;0;2021-07-23 17:23:59;0;0;2d 0h 11m 31s;135w 1d 6h 35m 1s;C;6925003;7710;304;197;9;30;435;6
2024-02-24 23:59:00;NoMansFleet;Haijo07;FleetAdmiral;2024-02-24 09:37:06;1223;1346;0;2024-01-12 06:27:53;0;0;14h 21m 54s;6w 1d 17h 31m 7s;D;10943960;44967;56;2;0;5;44;0
2024-02-24 23:59:00;Raven Corps.;RileyR0S;FleetAdmiral;2024-02-18 09:37:34;1146;1154;0;2024-01-21 05:40:53;20;0;6d 14h 21m 26s;4w 6d 18h 18m 7s;D;9812574;44944;17;2;1;1;16;0
2024-02-24 23:59:00;DRUZE;Lenzo1;FleetAdmiral;2024-02-08 10:09:41;1144;1156;0;;0;0;2w 2d 13h 49m 19s;;D;11000737;44965;19;3;0;1;9;0
2024-02-24 23:59:00;Flota Lobo Verde;Kazuto Uzuki;FleetAdmiral;2024-02-19 18:11:39;1128;1303;0;2024-01-06 20:14:49;81;0;5d 5h 47m 21s;7w 0d 3h 44m 11s;D;3588270;44932;38;5;0;0;49;1
2024-02-24 23:59:00;LAZER;Harry8381;FleetAdmiral;2024-02-05 13:28:03;1090;1104;0;;0;6;2w 5d 10h 30m 57s;;D;10969401;44950;12;2;0;0;7;0
2024-02-24 23:59:00;Deepsearch;Oddgodking;FleetAdmiral;2024-01-29 18:55:06;1028;1193;0;;0;0;3w 5d 5h 3m 54s;;D;10970713;44943;21;1;0;1;22;0
2024-02-24 23:59:00;星界军;金桐卉;FleetAdmiral;2024-02-22 23:45:05;345;1437;0;2023-03-24 12:01:34;0;0;2d 0h 13m 55s;48w 1d 11h 57m 26s;C;7521794;4935;874;426;20;489;2024;73
2024-02-24 23:59:00;RADIANCE;Ivanchik;ViceAdmiral;2024-02-24 23:08:24;5248;7580;58;2024-02-14 16:31:56;14;49;50m 36s;1w 3d 7h 27m 4s;A;1747661;44522;10584;1318;48;3121;4573;86
2024-02-24 23:59:00;Summit;Public Enemies;ViceAdmiral;2024-02-24 22:00:29;7324;10551;55;2022-12-16 04:40:58;7729;8454;1h 58m 31s;62w 1d 19h 18m 2s;A;7848722;43776;17157;786;52;4739;1893;67
2024-02-24 23:59:00;Summit;Blackhand;ViceAdmiral;2024-02-24 23:08:49;5627;10207;55;2023-05-17 13:21:47;3265;3927;50m 11s;40w 3d 10h 37m 13s;A;4244011;43776;201494;6048;1639;3495;6580;349
2024-02-24 23:59:00;RADIANCE;Slavapro100pro;ViceAdmiral;2024-02-24 19:58:19;6993;7704;53;2024-02-14 16:29:04;70;187;4h 0m 41s;1w 3d 7h 29m 56s;A;3211123;44522;14857;2001;169;3149;2573;124
2024-02-24 23:59:00;The Dynasty ;Hohenheimㅤ;ViceAdmiral;2024-02-24 06:16:36;4957;7164;53;2023-07-01 13:52:33;3490;3077;17h 42m 24s;34w 0d 10h 6m 27s;A;9643014;14349;11109;1308;26;1633;1553;3
2024-02-24 23:59:00;RADIANCE;Ashlux.;ViceAdmiral;2024-02-24 18:53:31;4873;8105;52;2024-02-15 06:48:40;189;157;5h 5m 29s;1w 2d 17h 10m 20s;A;2506852;44522;22893;1387;207;3450;4803;335
2024-02-24 23:59:00;Summit;Raisinbunhk;ViceAdmiral;2024-02-24 16:38:02;6798;7094;51;2022-06-02 02:31:24;12653;11963;7h 20m 58s;90w 2d 21h 27m 36s;A;7673340;43776;23186;3403;92;3331;4202;18
2024-02-24 23:59:00;Veritas Vikings;Stex Ghost Qt;ViceAdmiral;2024-02-24 21:10:58;6517;6687;51;2023-10-16 18:43:45;1446;2764;2h 48m 2s;18w 5d 5h 15m 15s;A;7702833;30723;9787;1311;68;1291;2755;70
2024-02-24 23:59:00;Summit;José.★.niK;ViceAdmiral;2024-02-24 18:15:33;6868;7111;50;2022-08-14 20:36:22;9259;17320;5h 43m 27s;79w 6d 3h 22m 38s;A;7247440;43776;25476;2141;397;3790;4324;311
2024-02-24 23:59:00;RADIANCE;SPACE ENEMY;ViceAdmiral;2024-02-24 22:50:11;5634;11406;50;2024-02-15 09:08:04;189;60;1h 8m 49s;1w 2d 14h 50m 56s;A;5195724;44522;39515;1796;86;3565;5023;67
2024-02-24 23:59:00;The Dynasty ;Strategery;ViceAdmiral;2024-02-24 16:20:08;5507;6156;50;2024-02-22 19:54:49;25;42;7h 38m 52s;2d 4h 4m 11s;A;9563506;14349;9000;1870;27;1037;1825;16
2024-02-24 23:59:00;Summit;L´ Tyrant;ViceAdmiral;2024-02-24 17:03:00;4986;7087;50;2022-12-01 10:57:34;4217;7784;6h 56m 0s;64w 2d 13h 1m 26s;A;7455967;43776;14827;2491;175;2567;4167;55
